TPERIOD,	K_LINE,	D_LINE, RSI_LINE,R_LINE,TREND
1217,0,3.77,31.39,-0.0021721880244893,0
1218,0,0.06,24.44,-0.00265126186550232,0
1219,0,0,22.02,-0.00316157952161455,0
1220,0,0,19.64,-0.00371396086020983,0
1221,1.63,0.54,21.56,-0.00406629087424242,0
1222,4.24,1.96,24.64,-0.00423409483293558,0
1223,0,1.96,22.77,-0.00444015507579979,0
1224,0,1.41,22.58,-0.00456406273288895,0
1225,0.5,0.17,23.25,-0.00459741848380382,0
1226,0,0.17,22.22,-0.00463259762597686,0
1227,0,0.17,22.22,-0.00460776172935721,0
1228,0,0,22.22,-0.00453615645327925,0
1229,0,0,21.05,-0.00449011292881817,0
1230,0,0,21.05,-0.00440318502789282,0
1231,0.24,0.08,21.54,-0.00427888921131182,0
1232,2.39,0.88,25.89,-0.00407784831242199,0
1233,0,0.88,22.85,-0.00399682743683437,0
1234,0.95,1.11,24.78,-0.0038631156088837,0
1235,8.46,3.13,38.03,-0.00351667989476106,0
1236,8.46,5.95,38.03,-0.00320516625876337,0
1237,1.62,6.18,32.07,-0.00310450318583417,0
1238,1.61,3.9,32.06,-0.00299065820537713,0
1239,0,1.08,29.39,-0.00295742479355559,0
1240,5.3,2.3,38.15,-0.002755603950225,0
1241,2.38,2.56,35.54,-0.0026443345598082,0
1242,2.38,3.36,35.54,-0.00252713676365806,0
1243,2.92,2.56,36.47,-0.00239215926582411,0
1244,6.32,3.87,42.16,-0.00216785907529173,0
1245,7.54,5.59,44.08,-0.00193480706307518,0
1246,6.32,6.73,42.55,-0.00176282283307117,0
1247,11.61,8.49,50.58,-0.0014660279745941,0
1248,12.09,10.01,51.24,-0.00120400727096063,1
1249,13.24,12.31,52.87,-0.000954213429009134,1
1250,22.56,15.96,63.55,-0.000497917338618711,1
1251,36.16,23.99,73.12,0.000229022387412782,1
1252,36.14,31.62,73.1,0.000794243465334343,1
1253,37.41,36.57,73.84,0.00126095531905302,1
1254,37.41,36.99,73.84,0.00161149048266821,1
1255,37.41,37.41,73.84,0.00186725368706312,1
1256,37.41,37.41,73.84,0.00204601866295508,1
1257,35.94,36.92,70.79,0.00212344512326402,1
1258,22.41,31.92,50.25,0.00180107313628471,1
1259,13.72,24.03,41.64,0.00128998101713126,1
1260,25.16,20.43,52.6,0.00117282937945917,1
1261,19.35,19.41,47.7,0.000916189419106991,1
1262,18.17,20.89,46.74,0.000673607914908171,1
1263,18.18,18.57,46.74,0.000475707226538615,1
1264,20.3,18.88,48.83,0.000369640179432608,1
1265,21.43,19.97,49.98,0.0003118445578971,1
1266,29.55,23.76,57.37,0.000474826310763579,1
1267,25.25,25.41,52.9,0.000484736111670986,1
1268,25.25,26.68,52.9,0.000486972658351017,1
1269,29.55,26.68,56.8,0.000595436003238105,1
1270,29.55,28.12,56.79,0.000673393119535499,1
1271,35.32,31.47,61.72,0.000877079855495013,1
1272,28.84,31.24,54.24,0.000857871962337811,1
1273,27.59,30.58,52.91,0.000800539025017705,1
1274,35.3,30.58,59.51,0.000947220864607536,1
1275,35.29,32.73,59.5,0.00105093905862372,1
1276,31.28,33.96,54.86,0.0010157654451241,1
1277,29.93,32.17,53.36,0.000941663587240903,1
1278,32.15,31.12,55.52,0.00093057206016107,1
1279,36.65,32.91,59.61,0.00102826530749276,1
1280,36.64,35.15,59.59,0.00109259841265459,1
1281,33.28,35.52,55.2,0.0010434254619652,1
1282,36.96,35.63,58.79,0.00108855555348166,1
1283,33.28,34.51,54.13,0.00101601798681714,1
1284,37.66,35.97,58.36,0.001061332639587,1
1285,37.67,36.2,58.36,0.00108477305666617,1
1286,38.13,37.82,58.83,0.00110279773489898,1
1287,42.82,39.54,63.31,0.00122602035766455,1
1288,44.67,41.87,64.93,0.0013562898954153,1
1289,47.46,44.98,67.28,0.00151512219017056,1
1290,50.99,47.7,70.01,0.00171344708176253,1
1291,50.56,49.67,69.26,0.00183805259845111,1
1292,50.56,50.71,69.26,0.00191465700053377,1
1293,49.27,50.13,66.73,0.00191936226465222,1
1294,49.27,49.7,66.73,0.00190102384522876,1
1295,53.9,50.81,66.73,0.00186503474774203,1
1296,53.89,52.35,66.72,0.00181551420419315,1
1297,53.93,53.91,66.7,0.00175584072505077,1
1298,43.99,50.61,48.67,0.00145449265451575,1
1299,42.19,46.7,46.23,0.00115909659960994,1
1300,40.22,42.13,43.65,0.000867732839176189,0
1301,34.44,38.95,37.12,0.000492839044842875,0
1302,34.48,36.38,37.19,0.000194043974611475,0
1303,34.31,34.41,36.99,-0.0000466163997045873,0
1304,34.31,34.36,36.99,-0.000234738573641544,0
1305,34.3,34.3,36.99,-0.000379631556573432,1
1306,38.93,35.85,46.27,-0.000378928988307559,1
1307,44.61,39.28,55.01,-0.000239416555453949,1
1308,57.28,46.94,67.66,0.000173176309868528,1
1309,52.53,51.47,60.77,0.000381695076318366,1
1310,51.61,53.81,59.5,0.000518651345908655,1
1311,58.43,54.19,65.27,0.000781229714185546,1
1312,58.4,56.14,65.23,0.000977260392116778,1
1313,58.41,58.41,65.24,0.00111972616625651,1
1314,58.37,58.4,65.18,0.00121762644869175,1
1315,58.43,58.41,65.18,0.00128038083179324,1
1316,58.43,58.41,65.15,0.00131454623190155,1
1317,55.16,57.34,58.64,0.0012458427457224,1
1318,71.08,61.56,65.27,0.00132046619922044,1
1319,77.69,67.98,70.09,0.00149703834994435,1
1320,81.68,76.82,72.57,0.00169868050530941,1
1321,81.67,80.35,72.56,0.00183695283637823,1
1322,77.11,80.15,65.36,0.00183213284112616,1
1323,77.08,78.62,65.32,0.00180697223496705,1
1324,77.08,77.09,65.33,0.001766714808016,1
1325,77.08,77.08,65.33,0.00171503416489261,1
1326,77.08,77.08,65.33,0.00165499660124969,1
1327,77.08,77.08,65.32,0.0015890378583939,1
1328,71.82,75.33,55.44,0.00141318664505347,1
1329,79.8,76.24,54.16,0.00124390060694008,1
1330,80.95,77.52,55.63,0.00111759370176307,1
1331,84.88,81.88,60.35,0.00107657955171503,1
1332,83.23,83.02,57.55,0.00100211702223277,1
1333,84.01,84.04,57.55,0.000932357853638586,1
1334,86.27,84.51,60.4,0.000907349211920101,1
1335,87.4,85.9,61.78,0.000897456531500135,1
1336,77.23,83.64,46.15,0.000698385577573477,1
1337,82.91,82.51,53.26,0.000635606637207121,1
1338,77.06,79.07,46.46,0.000474929758307232,1
1339,81.3,80.42,51.32,0.000419224313616499,1
1340,77.22,78.53,46.91,0.00029799478835783,1
1341,77.21,78.58,46.9,0.000199409171078203,1
1342,82.37,78.93,52.83,0.000211905896248824,1
1343,77.2,78.92,47.14,0.00012701557951702,0
1344,77.22,78.93,47.17,0.0000594062691162272,1
1345,77.22,77.21,47.17,0.00000580892982679797,1
1346,77.23,77.22,47.18,-0.0000360738663188717,1
1347,81.97,78.81,53.38,0.0000162205629532167,1
1348,87.06,82.09,58.93,0.000147715105602997,0
1349,84.02,84.35,54.73,0.000194746709864105,0
1350,90.72,87.26,54.74,0.00022948770282228,0
1351,55.45,76.73,28.99,-0.000328907787578348,0
1352,71.31,72.49,42.17,-0.000500561012451382,0
1353,59.58,62.12,36.74,-0.000823650300558768,0
1354,71.31,67.4,44.44,-0.000873388118282285,0
1355,71.3,67.4,44.44,-0.000902555827451117,0
1356,71.3,71.3,44.44,-0.00091514723213873,0
1357,76.04,72.88,47.65,-0.000836093922119384,0
1358,76.06,74.47,47.67,-0.000764204252251842,0
1359,76.06,76.06,47.67,-0.000699171152159583,0
1360,76.06,76.06,47.67,-0.000640251242539205,0
1361,76.06,76.06,47.67,-0.000586792408501257,0
1362,77.89,76.67,49.31,-0.000507950926609351,0
1363,87.04,80.33,56.63,-0.000288829566283761,0
1364,80.95,81.96,51.32,-0.000214725969449086,0
1365,76.14,81.38,47.52,-0.00023395677406963,1
1366,80.91,79.33,51.36,-0.000167288940848915,1
1367,83.39,80.15,53.27,-0.0000721688074065684,1
1368,87.05,83.78,56.02,0.0000637778737693019,1
1369,87.04,85.83,56.02,0.000169394555695912,1
1370,83.37,85.82,52.42,0.000189372575837731,1
1371,82.57,84.33,51.66,0.000189781897669139,1
1372,82.57,82.84,51.66,0.000187939537925586,0
1373,81.75,82.3,50.75,0.000170665799414142,0
1374,80.09,81.47,48.91,0.000127807372591588,0
1375,72.31,78.05,41.33,-0.0000360050932565712,0
1376,67.94,73.45,37.78,-0.000236376300337388,0
1377,65.2,68.48,35.72,-0.000436163500477489,0
1378,65.07,66.07,35.62,-0.000589923908062321,0
1379,65.13,65.13,35.72,-0.000702639663376991,0
1380,57.75,62.65,30.18,-0.000905402135402036,0
1381,55.17,59.35,29.6,-0.00106858603252994,0
1382,55.97,56.3,30.87,-0.00117154442622341,0
1383,48.45,53.2,26.1,-0.00135907228657625,0
1384,36.49,46.97,20.85,-0.00167288591295586,0
1385,28.4,37.78,19.39,-0.00196353796058358,0
1386,16.36,27.08,15.96,-0.0023494629152776,0
1387,13.61,19.46,15.3,-0.00266674398388867,0
1388,1.18,10.39,14.56,-0.00293260198771544,0
1389,2.24,5.68,17.03,-0.0030812017202733,0
1390,0,1.14,15.42,-0.00325239090054966,0
1391,4.92,2.39,21.58,-0.00328058934965604,0
1392,4.92,3.28,21.57,-0.00326559050506573,0
1393,6.4,5.41,23.52,-0.00319592755179806,0
1394,6.4,5.9,23.52,-0.00310505435625486,0
1395,6.4,6.4,23.52,-0.00299857334731383,0
1396,6.4,6.4,23.52,-0.00288105705689103,0
1397,6.36,6.38,23.5,-0.00275676954341712,0
1398,5.86,6.21,23.22,-0.00263501772555162,0
1399,6.4,6.21,24.26,-0.00250210396834971,0
1400,5.59,5.95,23.74,-0.00238083197149031,0
1401,2.06,4.68,21.54,-0.00230864051456469,0
1402,5.59,4.41,28.66,-0.00217589333723948,0
1403,5.59,4.41,28.66,-0.00204711050966083,0
1404,5.49,5.56,28.57,-0.0019243701375485,0
1405,2.89,4.66,26.38,-0.00184297614617195,0
1406,2.77,3.72,26.28,-0.00175994536636393,0
1407,2.92,2.86,26.66,-0.00167270847545984,0
1408,2.91,2.87,26.65,-0.0015854975371124,0
1409,2.06,2.63,25.78,-0.00151114325071177,0
1410,0,1.65,22.35,-0.00148871631534746,0
1411,0,0.69,22.34,-0.00145439578056895,0
1412,0.01,0,22.38,-0.00141077324770016,0
1413,0,0,21.78,-0.0013693206347939,0
1414,0,0,21.69,-0.00132254772042061,0
1415,0.1,0.03,22.09,-0.00126937214271868,0
1416,0,0.03,16.31,-0.00130743375117078,0
1417,0,0.03,16.3,-0.00132258869598174,0
1418,0,0,16.26,-0.00132004421921818,0
1419,0,0,15.92,-0.00130937090590908,0
1420,0.46,0.15,18.03,-0.00127904456503669,0
1421,0.46,0.31,18.05,-0.00124066663436401,0
1422,0.46,0.46,18.05,-0.0011964753420493,0
1423,0.5,0.47,18.25,-0.00114767639851906,0
1424,6.03,2.33,41.99,-0.00101058423550287,0
1425,2.58,3.04,35.14,-0.000945154394280707,0
1426,2.56,3.73,35.1,-0.000883430355431617,0
1427,0.62,1.92,31.73,-0.000855078269592757,0
1428,0.22,1.13,31.07,-0.000829339592307826,0
1429,0,0.28,28.51,-0.000824456953775511,0
1430,0,0.07,28.51,-0.000811247548796322,0
1431,0,0,28.51,-0.000791662495624302,0
1432,0,0,28.51,-0.00076730359688149,0
1433,0,0,28.51,-0.000739480617133533,0
1434,2.58,0.86,40.2,-0.000668710571063175,0
1435,3.9,2.16,45.14,-0.000584908254305581,0
1436,9.74,5.41,60.62,-0.000420924870578515,1
1437,15.66,9.77,69.91,-0.000194622873281569,1
1438,9.74,11.71,55.76,-0.000108101566790114,1
1439,15.66,13.69,63.68,0.0000538496265550717,1
1440,36.22,20.54,78.24,0.00050228711491194,1
1441,36.29,29.39,78.28,0.000848539420420694,1
1442,31.34,34.62,70.4,0.00103232326492448,1
1443,32.6,33.41,71.19,0.00118409326362591,1
1444,40.81,34.92,75.75,0.00141742427424796,1
1445,38.99,37.46,73,0.00155549549267917,1
1446,39.16,39.65,73.1,0.0016484969073362,1
1447,45.2,41.11,76.39,0.00179646134151289,1
1448,49.47,44.61,78.41,0.00195828560686555,1
1449,49.45,48.04,78.38,0.00206225725823604,1
1450,49.41,49.44,78.3,0.00211942058038502,1
1451,45.03,47.96,70.59,0.00207196628977947,1
1452,43.08,45.84,67.4,0.00198080791803781,1
1453,37.72,41.94,59.47,0.0018035051919222,1
1454,35.26,38.68,56.2,0.00160579005823631,1
1455,25.47,32.81,45.48,0.00128026720485478,1
1456,21.18,27.3,41.73,0.000943660098529892,1
1457,15.66,20.77,37.45,0.000582896201603646,0
1458,16.05,17.63,37.92,0.000299322153675565,0
1459,15.66,15.79,37.61,0.0000675552558145234,0
1460,15.63,15.78,37.58,-0.000115531795664936,0
1461,14.88,15.39,36.9,-0.000269350140778539,0
1462,6.26,12.26,30.14,-0.000521733357735706,0
1463,6.61,9.25,30.11,-0.00071438237739135,0
1464,8.74,7.2,33.39,-0.000825927893236752,0
1465,6.63,7.33,31.79,-0.000935136707183029,0
1466,11.69,9.02,39.29,-0.000935474394838326,0
1467,4.93,7.75,33.93,-0.00102478041618961,0
1468,4.14,6.92,33.36,-0.00109467361805885,0
1469,4.16,4.41,33.38,-0.00113676541747627,0
1470,4.16,4.15,33.38,-0.00115683042558631,0
1471,4.9,4.41,34.68,-0.00114846405889604,0
1472,3.33,4.13,33.21,-0.0011519484796341,0
1473,1.38,3.21,31.43,-0.00117034141363406,0
1474,2.73,2.48,34.06,-0.00115159185052411,0
1475,1.66,1.93,32.98,-0.00113953579728299,0
1476,1.66,2.02,32.98,-0.00111712424821122,0
1477,2.09,1.8,33.93,-0.0010807012735505,0
1478,4.18,2.64,38.59,-0.00100917313917777,0
1479,12.55,6.27,52.94,-0.000818594249599558,0
1480,11.11,9.28,50.75,-0.000681042555543839,0
1481,11.32,11.66,51.07,-0.000562440917135383,0
1482,8.36,10.27,46.5,-0.000506626443066371,0
1483,9.71,9.8,48.75,-0.000437270781490825,0
1484,12.55,10.21,53.2,-0.00033634309392972,0
1485,12.55,11.6,53.2,-0.000253439096758975,0
1486,12.46,12.52,53.04,-0.000186890553766214,0
1487,11.15,12.05,50.51,-0.000151853689893237,0
1488,11.11,11.57,50.44,-0.000123225757301744,0
1489,11.01,11.09,50.23,-0.000100866775948055,0
1490,8.7,10.27,44.88,-0.000120904901388733,0
1491,8.67,9.46,44.83,-0.000135658071445635,0
1492,13.62,10.33,53.87,-0.0000840470926120626,0
1493,9.06,10.45,45.78,-0.000104337701371983,0
1494,9.01,10.57,45.71,-0.000119661665850875,0
1495,9.07,9.05,45.83,-0.000129506302221112,0
1496,4.55,7.55,38.67,-0.000196887469306301,0
1497,4.5,6.04,38.6,-0.000248060211892965,0
1498,4.5,4.52,38.59,-0.000285395702562833,0
1499,4.09,4.36,37.92,-0.000316995476103406,0
1500,2.95,3.84,36.04,-0.000353578424865188,0
1501,5,4.01,41.63,-0.000350489093849424,0
1502,5,4.31,41.63,-0.000344076480015921,0
1503,13.63,7.87,59.08,-0.000218318171079403,0
1504,5,7.88,44.7,-0.000234047418581162,0
1505,5,7.88,44.69,-0.000243767677887873,0
1506,3.47,4.49,42.57,-0.000269204909091575,1
1507,9.08,5.85,51.67,-0.000210196340682141,1
1508,18.16,10.24,62.12,-0.0000388114354465904,1
1509,18.18,15.14,62.14,0.0000961106233550854,1
1510,18.18,18.17,62.14,0.00020067370863254,1
1511,31.68,22.68,72.13,0.000442972233099173,1
1512,32,27.28,72.12,0.000627451076247497,1
1513,43.27,35.65,78.05,0.000908157891116525,1
1514,43.71,39.66,77.99,0.00111695933963633,1
1515,37.38,41.45,67.54,0.00117781224181415,1
1516,41.78,40.96,67.52,0.00121184150844601,1
1517,53.62,44.26,71.93,0.00131553518397734,1
1518,43.65,46.35,60.11,0.00125959233881616,1
1519,56.19,51.15,66.11,0.00132364720571318,1
1520,85.53,61.79,75.46,0.00164537214120451,1
1521,67.27,69.66,59.39,0.00161731896602044,1
1522,97.49,83.43,66.85,0.00183310890862786,1
1523,91.62,85.46,64.37,0.00193110708618105,1
1524,93.29,94.14,64.3,0.00198443037167778,1
1525,79.57,88.16,58.52,0.00188921161315142,1
1526,79.57,84.14,58.52,0.00179308430527897,1
1527,79.55,79.56,58.51,0.00169715801359427,1
1528,79.56,79.56,58.52,0.00160272560483703,1
1529,78.83,79.31,58.14,0.00150439061185654,1
1530,69.69,76.03,53.54,0.00133402248010932,1
1531,65.17,71.23,51.36,0.0011475410074353,1
1532,65.16,66.67,51.36,0.000988263529684328,1
1533,65.16,65.16,51.36,0.000852185672233858,1
1534,53.31,61.21,45.35,0.00063680348264694,1
1535,58.4,58.96,48.15,0.000503279987260753,1
1536,58.4,56.7,48.15,0.00039290442378982,1
1537,60.78,59.19,49.56,0.000321848263550182,1
1538,56.03,58.4,46.83,0.000222719943710325,1
1539,65.69,60.83,52.56,0.000223424171484944,1
1540,65.69,62.47,52.56,0.000221429345431563,1
1541,93.8,75.06,65.19,0.000452511230145373,1
1542,100,86.5,67.95,0.000698504052310431,1
1543,100,97.93,67.95,0.000883061465390978,1
1544,100,100,72.36,0.00113953532009047,1
1545,100,100,75.1,0.00141795169768706,1
1546,91.44,97.15,67.82,0.00152858532647077,1
1547,91.5,94.31,67.84,0.00159835114413385,1
1548,85.72,89.55,63.06,0.001573406557858,1
1549,91.44,89.55,65.64,0.00159663587996263,1
1550,91.44,89.53,65.64,0.00159660824386414,1
1551,80.01,87.63,56.49,0.00145704186474779,1
1552,85.73,85.73,59.53,0.00139180496239206,1
1553,83.91,83.22,58.14,0.00130546494901978,1
1554,83.89,84.51,58.13,0.00122282289142882,1
1555,93.04,86.95,63.15,0.0012413618984446,1
1556,85.73,87.56,57.24,0.0011640093830218,1
1557,80.61,86.46,53.47,0.00103578440178793,1
1558,80.59,82.31,53.45,0.000923205034733019,0
1559,45.77,68.99,35.17,0.000453975326652993,0
1560,45.72,57.36,35.15,0.0000801769195710125,0
1561,45.73,45.74,35.15,-0.00021384441865175,0
1562,53.01,48.15,40.47,-0.000364167578343411,0
1563,54.74,51.16,41.69,-0.000459410562354296,0
1564,54.43,54.06,41.53,-0.000532059064182846,0
1565,54.07,54.41,41.32,-0.000586844704456475,0
1566,51.44,53.31,39.78,-0.000651185211451191,0
1567,45.78,50.43,36.62,-0.000754658296192598,0
1568,45.76,47.66,36.62,-0.000827358453293085,0
1569,51.43,47.66,41.96,-0.000814380273423835,0
1570,42.29,46.49,36.6,-0.000892645516485287,0
1571,43.25,45.66,37.51,-0.000933506748480842,0
1572,43.25,42.93,37.51,-0.000954912838938346,0
1573,43.25,43.25,37.51,-0.000960826030176021,0
1574,43.25,43.25,37.51,-0.000954528526235185,0
1575,42.16,42.89,37.51,-0.000938732053024162,0
1576,42.16,42.52,37.51,-0.000915670256941281,0
1577,42.16,42.16,37.51,-0.000887176592126576,0
1578,42.02,42.11,37.38,-0.000856156847591692,0
1579,12.08,32.08,20.92,-0.0011366271487148,0
1580,1.39,18.5,17.9,-0.001455965935663,0
1581,1.38,4.95,17.89,-0.00168999963561216,0
1582,1.37,1.38,17.89,-0.00185440626060252,0
1583,0,0.92,16.63,-0.00200952277207278,0
1584,0,0.46,15.52,-0.00215274363895496,0
1585,0,0,15.52,-0.00224063083351515,0
1586,0,0,15.52,-0.00228412045819483,0
1587,0,0,15.52,-0.00229229573019053,0
1588,0,0,13.7,-0.00233890965200638,0
1589,0,0,13.16,-0.00237007895641938,0
1590,0,0,12.19,-0.00240805382159281,0
1591,4.89,1.63,21.71,-0.00234881795172131,0
1592,0,1.63,18.48,-0.00236806987303796,0
1593,0,1.63,14.58,-0.00251031323167336,0
1594,0,0,12.57,-0.00270216911232433,0
1595,2.39,0.8,16.81,-0.00278476990073083,0
1596,0,0.8,14.5,-0.00293156290092903,0
1597,0,0.8,13.91,-0.00304635196167514,0
1598,0.69,0.23,15.22,-0.00309037521658792,0
1599,0.69,0.46,15.22,-0.00308987365804127,0
1600,0,0.46,13.16,-0.00315670971296561,0
1601,5.79,2.16,24.19,-0.00307117255347124,0
1602,3.16,2.98,22.77,-0.00301575130572573,0
1603,6.93,5.29,29.17,-0.00287157854396311,0
1604,5.61,5.23,28.28,-0.00274923131475779,0
1605,6.17,6.24,29.27,-0.00261212535225891,0
1606,3.15,4.98,27.12,-0.00252825140577969,0
1607,15.16,8.16,44.55,-0.00222191167167723,0
1608,10.53,9.61,40.52,-0.00203825844106975,0
1609,7.65,11.11,38.21,-0.00192193216917815,0
1610,3.5,7.23,35.1,-0.00188213150142433,0
1611,10.52,7.22,43.48,-0.00170568881868687,0
1612,7,7.01,40.65,-0.00161002205682192,0
1613,7.01,8.18,40.66,-0.00151654627524057,0
1614,7.01,7.01,40.66,-0.00142616004700886,0
1615,14.03,9.35,48.94,-0.00121512142270981,0
1616,7.02,9.35,42.55,-0.00115970095040823,0
1617,5.93,8.99,41.65,-0.00112221845068186,0
1618,14.03,8.99,50.17,-0.000937200172084565,0
1619,14.02,11.33,50.17,-0.00078162621265236,0
1620,13.08,13.71,49.2,-0.0006674916956736,0
1621,15,14.03,51.26,-0.000536588977194537,1
1622,17.54,15.21,53.94,-0.000383030301675587,1
1623,26.31,19.62,61.74,-0.000103761623253872,1
1624,31.54,25.13,65.49,0.00020831776092448,1
1625,24.56,27.47,57.4,0.000327312122889092,1
1626,23.75,26.62,56.52,0.000402431590160553,1
1627,25.61,24.64,58.1,0.000489526330595785,1
1628,28.07,25.81,60.16,0.000595355859796076,1
1629,32.98,28.89,63.96,0.000757792731317934,1
1630,29.83,30.29,60,0.000820893569246074,1
1631,32.32,31.71,62,0.000904641136666371,1
1632,31.58,31.24,61.03,0.000947023376258956,1
1633,31.58,31.82,61.02,0.00096928979657361,1
1634,26.86,30.01,54.66,0.000892955074141293,1
1635,19.92,26.12,46.9,0.000701076136343156,1
1636,25.57,24.12,52.78,0.000641968421114265,1
1637,25.56,23.68,52.77,0.000588157399235728,1
1638,25.56,25.56,52.77,0.000539294554752186,1
1639,32.68,27.94,59.77,0.000620020508612978,1
1640,27.6,28.61,53.65,0.000586803743206782,1
1641,31.58,30.62,57.33,0.000623986010142819,1
1642,35.09,31.42,60.33,0.000707662729487362,1
1643,35.08,33.91,60.32,0.000764993959752365,1
1644,34.98,35.05,60.18,0.000799443699168678,1
1645,31.53,33.86,55.41,0.000756669010203682,1
1646,31.53,32.68,55.42,0.000714595331495402,1
1647,28.08,30.38,50.76,0.000612952429207221,1
1648,34.96,31.52,58.29,0.000647102096470508,1
1649,36.49,33.18,59.76,0.000693311925995662,1
1650,35.06,35.5,57.71,0.000696483848992207,1
1651,32.66,34.74,54.33,0.000648863315635308,1
1652,29.83,32.51,50.58,0.000554534714338696,1
1653,26.32,29.6,46.32,0.000412766355945709,1
1654,26.32,27.49,46.31,0.000296893152089762,1
1655,28.07,26.9,48.81,0.00023346131022276,1
1656,28.07,27.49,48.81,0.000181097123683789,1
1657,28.07,28.07,48.81,0.000138002791403562,1
1658,29.82,28.65,51.63,0.000133495106018025,1
1659,29.82,29.24,51.63,0.000128442125756497,1
1660,35.08,31.58,59.41,0.00021543068968908,1
1661,41.05,35.32,66.07,0.00038583643031529,1
1662,46.95,41.03,71.11,0.000618254212694834,1
1663,46.9,44.96,71.02,0.000792317152437251,1
1664,43.83,45.89,65.17,0.000865699323350009,1
1665,42.8,44.51,63.3,0.000895345212635224,1
1666,41.4,42.67,60.73,0.000883775275490173,1
1667,42.46,42.22,61.98,0.000883190719770469,1
1668,42.81,42.22,62.41,0.000878805309672326,1
1669,41.63,42.3,59.96,0.000844648218596649,1
1670,42.81,42.41,61.58,0.000828963634366869,1
1671,42.81,42.41,61.58,0.000807226336823348,1
1672,42.81,42.81,61.58,0.000780995658989798,1
1673,45.26,43.63,65.25,0.000794538014342423,1
1674,45.26,44.45,65.25,0.000796085047666788,1
1675,49.12,46.55,70.39,0.00085575345682454,1
1676,49.12,47.84,70.39,0.000892719866294408,1
1677,49.12,49.12,70.39,0.000911489168564777,1
1678,51.04,49.76,72.89,0.00094935030364317,1
1679,51.01,50.39,72.76,0.00096749877782177,1
1680,48.72,50.26,65.18,0.000930695800529343,1
1681,41.41,47.04,47.99,0.000763474687206587,1
1682,37.79,42.64,42.07,0.000560363858807131,0
1683,24.56,34.58,28.33,0.000163116529121084,0
1684,35.08,32.48,44,0.0000341983257600581,0
1685,26.93,28.86,37.21,-0.000210259561454316,0
1686,25.81,29.28,36.38,-0.000419060511004897,0
1687,26.96,26.57,36.38,-0.000577958310794982,0
1688,36.11,29.63,47.09,-0.000542215839236945,0
1689,33.02,32.03,44.37,-0.000560027963963905,0
1690,32.99,34.04,44.35,-0.000567980390202232,0
1691,32.99,33,44.35,-0.000567807422942773,0
1692,32.99,32.99,44.35,-0.000561207208821824,0
1693,32.99,32.99,44.35,-0.000549645379208264,0
1694,36.66,34.21,49.36,-0.000472701891031222,0
1695,44.95,38.2,58.48,-0.000267730378198757,0
1696,36.67,39.42,48.99,-0.000243201793650483,0
1697,38.46,40.02,48.98,-0.000221397439445128,0
1698,39.83,38.32,48.98,-0.000201791154595784,0
1699,43.81,40.7,53.17,-0.000122717779180753,0
1700,48.61,44.09,48.86,-0.000120593549685262,0
1701,48.59,47.01,48.85,-0.000117801561507332,0
1702,45.14,47.45,45.77,-0.000158068457230022,0
1703,43.75,45.83,44.56,-0.000205439264345629,0
1704,43.75,44.21,44.56,-0.000240218517979464,0
1705,43.85,43.78,44.55,-0.000264858112974309,0
1706,43.99,43.86,44.55,-0.000281148436972654,0
1707,39.5,42.45,39.17,-0.000358504184110475,0
1708,37.63,40.37,37.51,-0.000438160326000176,0
1709,35.01,37.38,35.26,-0.000527845517861535,0
1710,32.53,35.06,33.22,-0.000622778415495709,0
1711,35.03,34.19,33.22,-0.000690095706538405,0
1712,27.47,31.68,27.93,-0.000821698235482588,0
1713,21.43,27.98,24.57,-0.000984649600604327,0
1714,26.93,25.28,32.53,-0.00103820800337189,0
1715,21.54,23.3,29.27,-0.00113014705427826,0
1716,26.9,25.12,36.13,-0.00112789193674637,0
1717,26.92,25.12,36.15,-0.00111310941833818,0
1718,26.92,26.91,36.16,-0.00108879920903092,0
1719,26.96,26.93,36.16,-0.00105735935919217,0
1720,34.36,29.41,36.15,-0.00102075074438036,0
1721,34.31,31.88,36.12,-0.00098087826105606,0
1722,34.29,34.32,36.1,-0.000938654006546281,0
1723,34.13,34.24,35.96,-0.000896365120220103,0
1724,34.04,34.15,35.88,-0.000853826653083457,0
1725,26.12,31.43,29.49,-0.0008819373191614,0
1726,26.19,28.78,29.59,-0.000893377697039475,0
1727,26.19,26.17,29.59,-0.000892178459447194,0
1728,26.1,26.16,29.52,-0.000881828531346328,0
1729,24.23,25.51,27.95,-0.000880508788475595,0
1730,19.94,23.42,24.68,-0.000908124966809584,0
1731,19.71,21.29,24.52,-0.00092147917877301,0
1732,19.5,19.71,24.36,-0.000923379484254867,0
1733,17.18,18.8,22.6,-0.000935222677160901,0
1734,13.75,16.81,20.28,-0.000964757926784169,0
1735,13.67,14.87,20.23,-0.000977612498361937,0
1736,12.99,13.47,19.76,-0.000982758316957817,0
1737,10.8,12.49,18.29,-0.000995307771610184,0
1738,0.36,8.05,13.25,-0.00108793304090265,0
1739,0,3.72,10.99,-0.00121343706743571,0
1740,0,0.12,10.99,-0.00129803306221297,0
1741,0,0,9.95,-0.00138401945323381,0
1742,0,0,9.88,-0.00143836619717976,0
1743,0,0,8.39,-0.0015205426315265,0
1744,0,0,6.61,-0.001660891226676,0
1745,0,0,5.74,-0.00181413838745419,0
1746,0,0,4.86,-0.00199277986838566,0
1747,0,0,4.17,-0.00219025123223362,0
1748,0,0,3.54,-0.00241327795306023,0
